Rk,Team
1,"Connecticut
   4 seed, CHAMPS"
2,"Alabama
   1 seed, Sweet Sixteen"
3,"Houston
   1 seed, Sweet Sixteen"
4,"UCLA
   2 seed, Sweet Sixteen"
5,"Tennessee
   4 seed, Sweet Sixteen"
6,"Texas
   2 seed, Elite Eight"
7,"Purdue
   1 seed, R64"
8,"Arizona
   2 seed, R64"
9,"Gonzaga
   3 seed, Elite Eight"
10,"Saint Mary's
   5 seed, R32"
11,"San Diego St.
   5 seed, Finals"
12,"Marquette
   2 seed, R32"
13,"Creighton
   6 seed, Elite Eight"
14,"Kansas
   1 seed, R32"
15,"Duke
   5 seed, R32"
16,"Memphis
   8 seed, R64"
17,"Baylor
   3 seed, R32"
18,"West Virginia
   9 seed, R64"
19,"Arkansas
   8 seed, Sweet Sixteen"
20,"Xavier
   3 seed, Sweet Sixteen"
21,"Auburn
   9 seed, R32"
22,"Florida Atlantic
   9 seed, Final Four"
23,"Texas A&M
   7 seed, R64"
24,"Kansas St.
   3 seed, Elite Eight"
25,"Michigan St.
   7 seed, Sweet Sixteen"
Rk,Team
26,"Kentucky
   6 seed, R32"
27,"Miami FL
   5 seed, Final Four"
28,"TCU
   6 seed, R32"
29,"Iowa St.
   6 seed, R64"
30,"Utah St.
   10 seed, R64"
31,"Maryland
   8 seed, R32"
32,"Northwestern
   7 seed, R32"
33,North Texas
34,"Virginia
   4 seed, R64"
35,"Indiana
   4 seed, R32"
36,"Penn St.
   10 seed, R32"
37,Oregon
38,UAB
39,Rutgers
40,North Carolina
41,"Iowa
   8 seed, R64"
42,Oklahoma St.
43,"Boise St.
   10 seed, R64"
44,Michigan
45,Ohio St.
46,"USC
   10 seed, R64"
47,Cincinnati
48,"North Carolina St.
   11 seed, R64"
49,Liberty
50,"Illinois
   9 seed, R64"
Rk,Team
51,"Arizona St.
   11 seed, R64"
52,Oklahoma
53,"Drake
   12 seed, R64"
54,Texas Tech
55,"Providence
   11 seed, R64"
56,Washington St.
57,Clemson
58,Seton Hall
59,Wisconsin
60,Utah Valley
61,Villanova
62,"VCU
   12 seed, R64"
63,UCF
64,"Mississippi St.
   11 seed, R68"
65,"Missouri
   7 seed, R32"
66,Utah
67,"Iona
   13 seed, R64"
68,Dayton
69,Colorado
70,"College of Charleston
   12 seed, R64"
71,New Mexico
72,"Pittsburgh
   11 seed, R32"
73,Vanderbilt
74,Stanford
75,Virginia Tech
Rk,Team
76,Sam Houston St.
77,BYU
78,St. John's
