96,Cincinnati
97,UCF
98,Middle Tennessee
99,Toledo
100,Mississippi
Rk,Team
101,Louisiana Tech
102,Bradley
103,Florida St.
104,"Saint Peter's
   15 seed, Elite Eight"
105,DePaul
106,South Carolina
107,Washington
108,Temple
109,Princeton
110,Minnesota
111,Boston College
112,Hofstra
113,Nebraska
114,Abilene Christian
115,Stanford
116,Utah Valley
117,Butler
118,Louisville
119,Morehead St.
120,North Carolina St.
121,George Mason
122,Liberty
123,Utah
124,Nevada
125,Western Kentucky
Rk,Team
126,Wofford
127,Southern Illinois
128,"Akron
   13 seed, R64"
129,"Colgate
   14 seed, R64"
130,College of Charleston
131,Stephen F. Austin
132,Texas St.
133,"Georgia St.
   16 seed, R64"
134,Kent St.
135,"Delaware
   15 seed, R64"
136,Florida Atlantic
137,Sam Houston St.
138,California
139,Georgia Tech
140,Rhode Island
141,UC Santa Barbara
142,Seattle
143,Drexel
144,"Jacksonville St.
   15 seed, R64"
145,Buffalo
146,UC Irvine
147,Saint Joseph's
148,Ohio
149,"Yale
   14 seed, R64"
150,Gardner Webb
Rk,Team
151,Jacksonville
152,Missouri
153,Appalachian St.
154,"Montana St.
   14 seed, R64"
155,UC Riverside
156,New Mexico
157,UTEP
158,UNC Wilmington
159,Wagner
160,Tulsa
161,Mercer
162,Coastal Carolina
163,South Alabama
164,Portland
165,North Dakota St.
166,East Tennessee St.
167,"Longwood
   14 seed, R64"
168,Samford
169,East Carolina
170,Cleveland St.
171,Monmouth
172,Georgetown
173,VMI
174,Louisiana Lafayette
175,Hawaii
Rk,Team
176,Northern Kentucky
177,Winthrop
178,Oakland
179,Southern Utah
180,Fordham
181,"Cal St. Fullerton
   15 seed, R64"
182,UNC Greensboro
183,Cornell
184,"Bryant
   16 seed, R68"
185,Bellarmine
186,"Wright St.
   16 seed, R64"
187,Long Beach St.
188,Oral Roberts
189,Navy
190,Florida Gulf Coast
191,Charlotte
192,Massachusetts
193,Georgia
194,Weber St.
195,Pittsburgh
196,"Norfolk St.
   16 seed, R64"
197,"Texas Southern
   16 seed, R64"
198,Tarleton St.
199,Campbell
200,Old Dominion
Rk,Team
201,Illinois St.
202,UMKC
203,Arkansas St.
204,Indiana St.
205,Troy
206,Nicholls St.
207,Valparaiso
208,Loyola Marymount
209,UC Davis
210,Fort Wayne
211,Niagara
212,Fairfield
213,UNC Asheville
214,Harvard
215,South Dakota
216,Oregon St.
217,James Madison
218,Northern Colorado
219,Cal Baptist
220,Penn
221,San Diego
222,George Washington
223,Rider
224,Detroit
225,Dartmouth
Rk,Team
226,Marist
227,Brown
228,La Salle
229,High Point
230,Boston University
231,Southeast Missouri St.
232,Northeastern
233,Kennesaw St.
234,Eastern Washington
235,UT Arlington
236,Southern
237,Marshall
238,South Florida
239,Stony Brook
240,Quinnipiac
241,UMBC
242,Siena
243,New Hampshire
244,Rice
245,Youngstown St.
246,LIU Brooklyn
247,The Citadel
248,Montana
249,Howard
250,Georgia Southern
Rk,Team
251,Alcorn St.
252,"Texas A&M Corpus Chris
   16 seed, R68"
253,Ball St.
254,Tennessee Tech
255,Elon
256,Lipscomb
257,Mount St. Mary's
258,Miami OH
259,Western Illinois
260,Portland St.
261,Eastern Kentucky
262,Tennessee St.
263,Pepperdine
264,Air Force
265,Louisiana Monroe
266,USC Upstate
267,North Florida
268,UC San Diego
269,Manhattan
270,Presbyterian
271,Southeastern Louisiana
272,Bowling Green
273,Radford
274,UMass Lowell
275,San Jose St.
Rk,Team
276,Utah Tech
277,Illinois Chicago
278,FIU
279,Pacific
280,Prairie View A&M
281,Canisius
282,Hartford
283,North Carolina A&T
284,Austin Peay
285,St. Thomas
286,Jackson St.
287,Duquesne
288,New Orleans
289,SIU Edwardsville
290,Loyola MD
291,Central Arkansas
292,Army
293,Cal St. Bakersfield
294,Tennessee Martin
295,Merrimack
296,Albany
297,Denver
298,Western Carolina
299,Cal Poly
300,Northern Illinois
Rk,Team
301,Morgan St.
302,Lehigh
303,Binghamton
304,North Alabama
305,Eastern Michigan
306,Stetson
307,Hampton
308,McNeese St.
309,Western Michigan
310,Florida A&M
311,Robert Morris
312,UTSA
313,Sacramento St.
314,Lafayette
315,UT Rio Grande Valley
316,North Carolina Central
317,South Carolina St.
318,Little Rock
319,Central Michigan
320,St. Francis NY
321,Coppin St.
322,Maryland Eastern Shore
323,Bucknell
324,Evansville
325,Grambling St.
Rk,Team
326,Sacred Heart
327,St. Francis PA
328,Alabama St.
329,Southern Miss
330,Alabama A&M
331,Idaho
332,Idaho St.
333,Green Bay
334,Northern Arizona
335,Milwaukee
336,Cal St. Northridge
337,Northwestern St.
338,William & Mary
339,Bethune Cookman
340,American
341,Chicago St.
342,Houston Christian
343,Charleston Southern
344,NJIT
345,North Dakota
346,Fairleigh Dickinson
347,Nebraska Omaha
348,Lamar
349,Holy Cross
350,Arkansas Pine Bluff
351,Mississippi Valley St.
352,Incarnate Word
353,Maine
354,Columbia
355,Central Connecticut
356,Delaware St.
357,Eastern Illinois
358,IUPUI
Rk,Team
