Rk,Team
1,"Gonzaga
   1 seed, Elite Eight"
2,"Virginia
   1 seed, CHAMPS"
3,"Texas Tech
   3 seed, Finals"
4,"Michigan
   2 seed, Sweet Sixteen"
5,"Duke
   1 seed, Elite Eight"
6,"Michigan St.
   2 seed, Final Four"
7,"North Carolina
   1 seed, Sweet Sixteen"
8,"Kentucky
   2 seed, Elite Eight"
9,"Purdue
   3 seed, Elite Eight"
10,"Tennessee
   2 seed, Sweet Sixteen"
11,"Houston
   3 seed, Sweet Sixteen"
12,"Auburn
   5 seed, Final Four"
13,"Virginia Tech
   4 seed, Sweet Sixteen"
14,"Kansas St.
   4 seed, R64"
15,"Florida St.
   4 seed, Sweet Sixteen"
16,"Iowa St.
   6 seed, R64"
17,"Kansas
   4 seed, R32"
18,"LSU
   3 seed, Sweet Sixteen"
19,"Wisconsin
   5 seed, R64"
20,"Louisville
   7 seed, R64"
21,"UCF
   9 seed, R32"
22,Texas
23,"Mississippi St.
   5 seed, R64"
24,"Florida
   10 seed, R32"
25,"Wofford
   7 seed, R32"
Rk,Team
26,"Cincinnati
   7 seed, R64"
27,"VCU
   8 seed, R64"
28,"Maryland
   6 seed, R32"
29,"Buffalo
   6 seed, R32"
30,Clemson
31,"Oklahoma
   9 seed, R32"
32,Penn St.
33,"Oregon
   12 seed, Sweet Sixteen"
34,"Saint Mary's
   11 seed, R64"
35,"Nevada
   7 seed, R64"
36,"Syracuse
   8 seed, R64"
37,"Marquette
   5 seed, R64"
38,TCU
39,"Villanova
   6 seed, R32"
40,"Mississippi
   8 seed, R64"
41,"Baylor
   9 seed, R32"
42,"Utah St.
   8 seed, R64"
43,North Carolina St.
44,"Iowa
   10 seed, R32"
45,"Ohio St.
   11 seed, R32"
46,Nebraska
47,"Minnesota
   10 seed, R32"
48,Creighton
49,"New Mexico St.
   12 seed, R64"
50,"Belmont
   11 seed, R64"
Rk,Team
51,"Washington
   9 seed, R32"
52,Arkansas
53,Indiana
54,Memphis
55,Lipscomb
56,Missouri
57,Wichita St.
58,Dayton
59,"Murray St.
   12 seed, R32"
60,"Temple
   11 seed, R68"
61,Alabama
62,Furman
63,South Carolina
64,"Arizona St.
   11 seed, R64"
65,"Seton Hall
   10 seed, R64"
66,Xavier
67,Toledo
68,Miami FL
69,Colorado
70,Illinois
71,"UC Irvine
   13 seed, R32"
72,"Liberty
   12 seed, R32"
73,Providence
74,San Francisco
75,"Vermont
   13 seed, R64"
Rk,Team
76,Butler
77,Rutgers
78,Northwestern
79,USC
80,Fresno St.
81,Oklahoma St.
82,"Yale
   14 seed, R64"
83,Texas A&M
84,"St. John's
   11 seed, R68"
85,West Virginia
86,SMU
87,Davidson
88,Utah
89,Notre Dame
90,San Diego
91,BYU
92,South Dakota St.
93,Georgia Southern
94,Penn
95,Arizona
96,Connecticut
97,South Florida
98,"Northeastern
   13 seed, R64"
99,"Northern Kentucky
   14 seed, R64"
100,UNC Greensboro
Rk,Team
101,Oregon St.
102,UCLA
103,Wright St.
104,St. Bonaventure
105,Loyola Chicago
106,Georgetown
107,East Tennessee St.
108,"Saint Louis
   13 seed, R64"
109,Hofstra
110,Akron
111,Harvard
112,San Diego St.
113,Southern Miss
114,"Georgia St.
   14 seed, R64"
115,Tulsa
116,Bowling Green
117,Boise St.
118,Grand Canyon
119,Drake
120,Pittsburgh
121,DePaul
122,"Old Dominion
   14 seed, R64"
123,Austin Peay
124,Georgia
125,Utah Valley
Rk,Team
126,Loyola Marymount
127,Western Kentucky
128,Boston College
129,Jacksonville St.
130,Georgia Tech
131,College of Charleston
132,Central Michigan
133,Stanford
134,Rhode Island
135,"Colgate
   15 seed, R64"
136,"Montana
   15 seed, R64"
137,Ball St.
138,Radford
139,Kent St.
140,Louisiana Monroe
141,Texas St.
142,UTSA
143,Coastal Carolina
144,Samford
145,Northern Illinois
146,UT Arlington
147,Pepperdine
148,Miami OH
149,Brown
150,Louisiana Tech
Rk,Team
151,UAB
152,Bucknell
153,"Bradley
   15 seed, R64"
154,"Abilene Christian
   15 seed, R64"
155,Richmond
156,Florida Atlantic
157,Saint Joseph's
158,Wake Forest
159,North Texas
160,Louisiana Lafayette
161,Vanderbilt
162,Eastern Michigan
163,Southern Illinois
164,Oakland
165,Northern Colorado
166,Marshall
167,"Gardner Webb
   16 seed, R64"
168,Fort Wayne
169,Seattle
170,Princeton
171,Northern Iowa
172,Sam Houston St.
173,Duquesne
174,Lehigh
175,Charleston Southern
Rk,Team
176,Missouri St.
177,UNLV
178,Illinois Chicago
179,Nebraska Omaha
180,George Mason
181,Green Bay
182,Colorado St.
183,North Florida
184,Hampton
185,American
186,Presbyterian
187,Campbell
188,Stony Brook
189,Winthrop
190,Santa Clara
191,New Mexico
192,"North Dakota St.
   16 seed, R64"
193,Ohio
194,Cal Baptist
195,UC Santa Barbara
196,Appalachian St.
197,La Salle
198,UT Rio Grande Valley
199,IUPUI
200,Mercer
Rk,Team
201,Indiana St.
202,"Iona
   16 seed, R64"
203,Hartford
204,Columbia
205,Hawaii
206,Dartmouth
207,"Prairie View A&M
   16 seed, R68"
208,FIU
209,South Alabama
210,Lamar
211,Illinois St.
212,Washington St.
213,NJIT
214,California
215,Rider
216,Pacific
217,William & Mary
218,South Dakota
219,Florida Gulf Coast
220,Valparaiso
221,Cornell
222,Weber St.
223,High Point
224,"Fairleigh Dickinson
   16 seed, R64"
225,Cal St. Fullerton
Rk,Team
226,Long Beach St.
227,Cal St. Bakersfield
228,Boston University
229,Texas Southern
230,Massachusetts
231,Detroit
232,Little Rock
233,Eastern Washington
234,Arkansas St.
235,Army
236,Siena
237,Air Force
238,Middle Tennessee
239,Marist
240,Southeastern Louisiana
241,Eastern Kentucky
242,Chattanooga
243,Quinnipiac
244,UMBC
245,East Carolina
246,UMKC
247,Holy Cross
248,Fordham
249,St. Francis PA
250,Western Michigan
Rk,Team
251,Youngstown St.
252,Troy
253,North Dakota
254,LIU Brooklyn
255,UC Davis
256,Rice
257,Evansville
258,Cal St. Northridge
259,The Citadel
260,Sacred Heart
261,Norfolk St.
262,Morehead St.
263,Delaware
264,Longwood
265,Tulane
266,Navy
267,Southern Utah
268,Loyola MD
269,Oral Roberts
270,UNC Wilmington
271,Albany
272,Milwaukee
273,St. Francis NY
274,Cleveland St.
